instance;solved;time;GCN;LCN;stress
grafo10003.40.gml;1;48.5995;9;3;0.4974
grafo10008.42.gml;1;48.9374;18;3;0.3504
grafo10020.38.gml;1;48.7446;14;3;0.4704
grafo10027.38.gml;1;48.1768;11;3;0.4847
grafo10030.38.gml;1;48.6474;7;3;0.3263
grafo10054.40.gml;1;48.1142;7;2;0.356
grafo10058.32.gml;1;47.2435;6;3;0.4502
grafo10078.40.gml;1;47.5106;8;3;0.3433
grafo10087.39.gml;1;48.4531;8;2;0.4609
grafo10089.37.gml;1;48.4105;13;2;0.4588
grafo10100.99.gml;1;49.4666;65;8;0.3503
grafo10103.98.gml;1;49.4208;48;6;0.3596
grafo10107.93.gml;1;49.7815;54;6;0.3549
grafo10118.97.gml;1;49.7516;49;5;0.3836
grafo10125.99.gml;1;49.6903;13;2;0.3113
grafo10128.98.gml;1;49.938;48;7;0.3804
grafo10130.97.gml;1;49.6941;54;5;0.4133
grafo10140.40.gml;1;47.6524;1;1;0.3757
grafo10144.98.gml;1;49.4503;42;5;0.3421
grafo10149.95.gml;1;48.7445;66;7;0.4015
grafo10154.94.gml;1;48.6638;72;7;0.3809
grafo10170.96.gml;1;47.9789;42;5;0.3561
grafo10193.38.gml;1;46.6647;7;2;0.3983
grafo10194.97.gml;1;48.3877;47;7;0.3405
grafo10195.99.gml;1;48.1103;76;7;0.3741
grafo10201.93.gml;1;48.2414;38;6;0.3831
grafo10204.100.gml;1;48.4471;96;15;0.4071
grafo10207.98.gml;1;48.5186;54;5;0.4013
grafo10214.94.gml;1;48.4775;50;6;0.3435
grafo10228.95.gml;1;48.3937;58;4;0.3806
grafo10240.97.gml;1;48.4408;53;5;0.3428
grafo10243.95.gml;1;48.1686;54;5;0.3751
grafo10250.100.gml;1;48.3035;60;8;0.3863
grafo10252.96.gml;1;48.3747;44;7;0.4125
grafo10260.98.gml;1;48.6317;43;5;0.3515
grafo10262.100.gml;1;48.15;72;6;0.4203
grafo10266.94.gml;1;48.0939;90;8;0.3357
grafo10276.41.gml;1;46.8596;13;4;0.4745
grafo10278.40.gml;1;47.6101;7;2;0.4295
grafo10280.37.gml;1;46.5989;6;2;0.3857
grafo10298.97.gml;1;47.9727;112;10;0.3826
grafo10301.94.gml;1;47.8785;62;7;0.3544
grafo10311.91.gml;1;47.8554;21;2;0.344
grafo10317.91.gml;1;47.8627;45;4;0.3146
grafo10343.94.gml;1;47.5831;9;2;0.3558
grafo10344.100.gml;1;47.9148;34;4;0.3856
grafo1035.37.gml;1;47.0651;13;2;0.4172
