instance;solved;time;GCN;LCN;stress
ba_806_n147_m2.gml;1;0.0328;2193;54;0.3813
ba_808_n75_m2.gml;1;0.0096;591;25;0.366
ba_8102_n50_m2.gml;1;0.0055;192;17;0.34
ba_8137_n136_m3.gml;1;0.032;5244;75;0.3884
ba_8154_n161_m1.gml;1;0.0034;34;7;0.3206
ba_8159_n106_m3.gml;1;0.0231;3335;63;0.3746
ba_8166_n143_m2.gml;1;0.0354;1812;45;0.3878
ba_8207_n78_m2.gml;1;0.0112;821;32;0.3766
ba_8208_n66_m3.gml;1;0.0084;1442;41;0.3829
ba_8212_n126_m2.gml;1;0.0276;2190;48;0.3912
ba_8214_n93_m3.gml;1;0.0148;2950;71;0.3921
ba_8223_n102_m3.gml;1;0.0179;3516;67;0.3862
ba_8260_n97_m3.gml;1;0.0163;3192;72;0.381
ba_8272_n136_m3.gml;1;0.0334;5267;82;0.3868
ba_830_n107_m2.gml;1;0.0201;778;25;0.3588
ba_8328_n59_m3.gml;1;0.0078;901;36;0.3522
ba_8339_n139_m1.gml;1;0.0036;19;4;0.285
ba_8364_n51_m3.gml;1;0.0062;890;37;0.3645
ba_8419_n95_m3.gml;1;0.0177;3985;72;0.3837
ba_8422_n70_m2.gml;1;0.0102;477;27;0.3665
ba_8436_n114_m3.gml;1;0.0241;4144;76;0.3881
ba_8448_n124_m2.gml;1;0.0268;1359;39;0.3693
ba_8469_n105_m2.gml;1;0.0203;1123;35;0.3808
ba_8471_n137_m1.gml;1;0.0025;20;4;0.3597
ba_8476_n121_m3.gml;1;0.0243;5437;91;0.3858
ba_8477_n84_m2.gml;1;0.0133;571;24;0.3499
ba_8482_n109_m3.gml;1;0.0199;3495;68;0.3818
ba_8514_n68_m2.gml;1;0.0086;313;20;0.3545
ba_8516_n124_m2.gml;1;0.028;1147;33;0.3428
ba_8545_n104_m3.gml;1;0.0182;3874;81;0.3804
ba_8547_n55_m2.gml;1;0.007;228;16;0.3392
ba_8551_n70_m3.gml;1;0.0097;2254;52;0.3778
ba_856_n138_m3.gml;1;0.033;5590;82;0.3958
ba_8571_n82_m2.gml;1;0.0121;694;28;0.3684
ba_8614_n61_m3.gml;1;0.0075;1155;37;0.3498
ba_8633_n61_m2.gml;1;0.0079;347;18;0.3534
ba_8646_n154_m1.gml;1;0.0042;25;6;0.3188
ba_8651_n113_m2.gml;1;0.0227;1440;42;0.3659
ba_8666_n200_m1.gml;1;0.0039;26;4;0.281
ba_8676_n61_m2.gml;1;0.0074;343;20;0.3468
ba_8696_n193_m1.gml;1;0.0037;18;3;0.3266
ba_8722_n116_m3.gml;1;0.0243;6134;107;0.3877
ba_8723_n190_m1.gml;1;0.0054;37;6;0.2869
ba_8734_n108_m2.gml;1;0.0213;1144;33;0.3823
ba_8738_n136_m3.gml;1;0.0333;5977;88;0.3966
ba_877_n110_m2.gml;1;0.021;1069;34;0.3693
ba_8787_n76_m2.gml;1;0.0114;488;24;0.34
ba_8803_n120_m3.gml;1;0.0255;3991;81;0.3868
ba_8820_n70_m2.gml;1;0.0089;540;25;0.362
ba_8845_n195_m1.gml;1;0.0037;21;5;0.2678
