instance;solved;time;GCN;LCN;stress
ba_9079_n88_m3.gml;1;12.2642;2795;59;0.3578
ba_908_n106_m3.gml;1;13.212;3256;64;0.3671
ba_9103_n183_m1.gml;1;3.5718;15;3;0.3243
ba_9123_n94_m1.gml;1;0.0667;3;1;0.2261
ba_9143_n80_m3.gml;1;10.65;2053;48;0.3659
ba_9161_n142_m3.gml;1;18.8697;7145;98;0.3765
ba_9175_n85_m2.gml;1;6.8752;565;21;0.3278
ba_9177_n58_m2.gml;1;5.4621;199;13;0.3673
ba_9179_n113_m3.gml;1;13.2914;3537;60;0.3665
ba_919_n117_m3.gml;1;14.2931;3897;79;0.3726
ba_9222_n146_m1.gml;1;5.4773;31;3;0.3247
ba_928_n98_m2.gml;1;7.9383;968;26;0.3351
ba_9292_n109_m3.gml;1;13.7705;3420;69;0.3696
ba_9296_n50_m3.gml;1;8.3238;719;31;0.3499
ba_9307_n174_m1.gml;1;3.3275;24;4;0.3742
ba_9313_n140_m2.gml;1;9.1925;1948;43;0.3345
ba_9326_n56_m2.gml;1;4.6188;203;18;0.3954
ba_937_n68_m3.gml;1;7.235;1205;44;0.3635
ba_9413_n58_m3.gml;1;6.06;868;35;0.3612
ba_9437_n190_m1.gml;1;3.5731;57;6;0.2766
