instance;solved;time;GCN;LCN;stress
grafo4633.65.gml;1;0.0167;18;3;0.3438
grafo4636.82.gml;1;0.0096;52;5;0.3169
grafo4644.84.gml;1;0.0106;81;10;0.3648
grafo4654.74.gml;1;0.0096;56;6;0.3363
grafo4657.79.gml;1;0.0096;60;5;0.3356
grafo4658.76.gml;1;0.0094;69;6;0.3427
grafo4662.50.gml;1;0.0065;6;2;0.3169
grafo4665.76.gml;1;0.0091;45;4;0.3238
grafo4668.61.gml;1;0.0083;42;5;0.3247
grafo4692.76.gml;1;0.0085;28;4;0.3425
grafo4694.76.gml;1;0.0097;72;8;0.3787
grafo4701.54.gml;1;0.0064;12;3;0.3566
grafo4704.60.gml;1;0.008;51;5;0.3283
grafo4713.61.gml;1;0.0083;37;7;0.3394
grafo4716.53.gml;1;0.0075;33;4;0.3705
grafo4718.64.gml;1;0.0087;45;4;0.3322
grafo4725.75.gml;1;0.009;54;6;0.3221
grafo4726.51.gml;1;0.0066;11;3;0.3379
grafo4730.58.gml;1;0.0077;28;4;0.3382
grafo4736.52.gml;1;0.0062;4;1;0.319
grafo4743.76.gml;1;0.009;51;5;0.3627
grafo4746.67.gml;1;0.0083;35;4;0.3275
grafo4756.51.gml;1;0.007;16;3;0.3318
grafo4764.83.gml;1;0.0091;46;4;0.3426
grafo4771.73.gml;1;0.0084;44;5;0.3385
grafo4773.57.gml;1;0.0074;30;4;0.3423
grafo4774.65.gml;1;0.0077;10;2;0.3182
grafo4782.66.gml;1;0.009;73;10;0.373
grafo4783.80.gml;1;0.0087;30;4;0.2908
grafo4790.62.gml;1;0.0075;25;3;0.349
grafo4791.78.gml;1;0.0074;22;5;0.3056
grafo4795.60.gml;1;0.0086;58;6;0.3452
grafo4797.75.gml;1;0.0092;49;5;0.3551
grafo4803.53.gml;1;0.0069;22;4;0.3485
grafo4814.68.gml;1;0.0076;28;4;0.3197
grafo4818.65.gml;1;0.0075;21;4;0.3442
grafo4822.72.gml;1;0.0084;42;4;0.3542
grafo4825.83.gml;1;0.0087;42;6;0.3552
grafo4831.56.gml;1;0.0082;49;6;0.3868
grafo4832.59.gml;1;0.0066;11;3;0.3629
grafo4834.74.gml;1;0.0076;12;3;0.3059
grafo4836.56.gml;1;0.0075;17;4;0.3078
grafo4838.58.gml;1;0.0081;45;7;0.3506
grafo4846.62.gml;1;0.0067;13;3;0.3411
grafo4850.55.gml;1;0.007;18;3;0.2833
grafo4852.58.gml;1;0.007;19;5;0.3391
grafo4853.49.gml;1;0.0064;5;2;0.3187
grafo4861.55.gml;1;0.0072;17;4;0.3316
grafo4862.51.gml;1;0.0066;10;2;0.3104
grafo4867.57.gml;1;0.007;19;4;0.3386
grafo4870.75.gml;1;0.0082;33;5;0.3581
grafo4872.60.gml;1;0.0098;103;8;0.3819
grafo4875.78.gml;1;0.01;100;8;0.3559
grafo4882.53.gml;1;0.0073;21;3;0.3115
grafo4883.62.gml;1;0.0077;18;4;0.3241
grafo4885.71.gml;1;0.0098;63;6;0.3369
grafo4886.60.gml;1;0.0065;12;3;0.3854
grafo4889.58.gml;1;0.0073;23;3;0.3316
grafo4890.80.gml;1;0.0085;41;6;0.3147
grafo4895.53.gml;1;0.0069;29;5;0.3475
grafo4900.59.gml;1;0.0073;24;4;0.3728
grafo4918.55.gml;1;0.0061;3;2;0.3471
grafo4923.63.gml;1;0.0056;6;2;0.3518
grafo4924.62.gml;1;0.0071;27;4;0.346
grafo4938.71.gml;1;0.0081;28;4;0.3578
grafo4942.54.gml;1;0.0074;33;5;0.3492
grafo4955.59.gml;1;0.0065;14;2;0.3672
grafo4960.58.gml;1;0.0073;16;4;0.3468
grafo4962.76.gml;1;0.0089;44;6;0.349
grafo4968.77.gml;1;0.0076;22;3;0.3164
grafo4986.83.gml;1;0.0081;37;5;0.3984
grafo4987.64.gml;1;0.0067;7;2;0.3237
grafo4989.75.gml;1;0.0078;18;3;0.3254
grafo4993.65.gml;1;0.0089;68;6;0.3815
grafo4994.65.gml;1;0.0086;50;5;0.3731
grafo4996.53.gml;1;0.0068;12;3;0.3855
grafo4999.55.gml;1;0.007;19;3;0.3273
grafo5002.54.gml;1;0.0059;5;1;0.3064
grafo5008.58.gml;1;0.0069;17;3;0.323
grafo5011.62.gml;1;0.0073;24;3;0.2974
grafo5012.53.gml;1;0.0071;17;3;0.3628
grafo5013.82.gml;1;0.0084;24;4;0.3293
grafo5015.80.gml;1;0.0072;7;2;0.3425
grafo5022.67.gml;1;0.0089;63;7;0.3419
grafo5024.84.gml;1;0.009;59;6;0.3572
grafo5028.83.gml;1;0.0098;62;6;0.3732
grafo5034.78.gml;1;0.0071;12;4;0.3719
grafo5036.62.gml;1;0.0071;26;4;0.3322
grafo5040.53.gml;1;0.0068;25;7;0.3524
grafo5048.61.gml;1;0.0066;9;2;0.3055
grafo5051.80.gml;1;0.0095;92;8;0.3482
grafo5053.60.gml;1;0.0077;43;6;0.3524
grafo5055.56.gml;1;0.007;15;3;0.3644
grafo506.43.gml;1;0.0056;5;2;0.3784
grafo5076.78.gml;1;0.0077;28;4;0.337
grafo5077.56.gml;1;0.0071;21;3;0.3669
grafo5079.64.gml;1;0.0075;25;5;0.3142
grafo5080.79.gml;1;0.0089;29;3;0.3684
grafo5082.60.gml;1;0.0075;21;3;0.3431
grafo5085.81.gml;1;0.0096;59;7;0.3478
grafo5087.77.gml;1;0.0081;18;3;0.3471
grafo5095.62.gml;1;0.0077;30;4;0.3744
grafo5098.58.gml;1;0.0073;35;4;0.3654
grafo5104.57.gml;1;0.0073;19;3;0.3346
grafo5109.83.gml;1;0.0097;60;6;0.3924
grafo5115.65.gml;1;0.0087;42;5;0.3453
grafo5116.74.gml;1;0.0081;23;3;0.3121
grafo5119.76.gml;1;0.0099;78;7;0.3411
grafo5120.60.gml;1;0.0067;14;2;0.3115
grafo5122.39.gml;1;0.0058;7;3;0.3161
grafo5124.36.gml;1;0.0055;1;1;0.3324
grafo5126.43.gml;1;0.0057;5;2;0.3292
grafo5142.36.gml;1;0.0058;5;2;0.3586
grafo5147.67.gml;1;0.0072;20;3;0.3577
grafo5150.52.gml;1;0.0064;18;4;0.3636
grafo5154.39.gml;1;0.0068;20;3;0.3466
grafo5157.39.gml;1;0.0061;8;3;0.3233
grafo5166.42.gml;1;0.0057;6;2;0.3703
grafo5170.59.gml;1;0.0063;17;3;0.361
grafo5171.77.gml;1;0.0068;5;1;0.3181
grafo5178.42.gml;1;0.0067;18;5;0.3649
grafo5186.55.gml;1;0.0075;37;4;0.342
grafo5188.70.gml;1;0.0081;21;3;0.3303
grafo5196.73.gml;1;0.0073;15;3;0.3688
grafo5207.43.gml;1;0.007;28;3;0.33
grafo5235.32.gml;1;0.0057;4;1;0.3256
