instance;solved;time;GCN;LCN;stress
ba_6138_n98_m3.gml;1;0.0531;1931;68;0.411
ba_6166_n92_m1.gml;1;0.0085;15;4;0.369
ba_6178_n144_m2.gml;1;0.0523;1734;43;0.4005
ba_618_n135_m3.gml;1;0.084;4046;77;0.4162
ba_6199_n109_m3.gml;1;0.0738;3587;71;0.4224
ba_625_n109_m3.gml;1;0.0775;3106;64;0.4184
ba_6330_n114_m3.gml;1;0.0896;4234;75;0.4233
ba_6355_n122_m3.gml;1;0.0804;3615;71;0.4284
ba_6362_n56_m2.gml;1;0.0164;150;15;0.3795
ba_636_n145_m2.gml;1;0.0529;1454;37;0.4202
ba_6385_n62_m3.gml;1;0.0316;968;43;0.4238
ba_6405_n76_m3.gml;1;0.0421;1455;52;0.4185
ba_6435_n149_m1.gml;1;0.0105;7;2;0.3427
ba_6438_n130_m3.gml;1;0.0957;4330;79;0.4276
ba_6449_n50_m2.gml;1;0.0141;129;10;0.3803
ba_6466_n150_m3.gml;1;0.1134;5048;79;0.4259
ba_6487_n62_m2.gml;1;0.0192;258;19;0.42
ba_6495_n102_m2.gml;1;0.0298;641;23;0.3952
ba_6507_n124_m3.gml;1;0.0816;3514;73;0.4172
ba_6514_n79_m2.gml;1;0.0262;541;20;0.4062
ba_6518_n54_m2.gml;1;0.0148;144;10;0.3603
ba_6567_n130_m3.gml;1;0.0909;3892;63;0.4199
ba_6593_n140_m2.gml;1;0.0597;1852;57;0.4042
ba_6680_n118_m2.gml;1;0.041;1032;35;0.4201
ba_6717_n148_m2.gml;1;0.0659;1985;48;0.4097
ba_671_n51_m3.gml;1;0.0291;802;37;0.3937
ba_6752_n143_m2.gml;1;0.0558;1539;49;0.4016
ba_6763_n120_m3.gml;1;0.087;3977;74;0.4019
ba_6786_n59_m3.gml;1;0.0281;784;39;0.4049
ba_6789_n90_m1.gml;1;0.0079;1;1;0.353
ba_678_n50_m2.gml;1;0.0174;225;15;0.4116
ba_6813_n103_m2.gml;1;0.0312;590;24;0.3785
ba_6826_n183_m1.gml;1;0.0117;16;4;0.3097
ba_6875_n106_m3.gml;1;0.0716;2932;69;0.4171
ba_687_n102_m2.gml;1;0.0352;848;35;0.41
ba_6900_n125_m2.gml;1;0.0461;1250;43;0.4176
ba_6917_n73_m3.gml;1;0.038;1170;36;0.4107
ba_6920_n51_m2.gml;1;0.0153;149;13;0.366
ba_6932_n108_m3.gml;1;0.0772;3348;74;0.4259
ba_6944_n52_m2.gml;1;0.0144;158;13;0.3709
ba_6974_n103_m1.gml;1;0.009;16;4;0.3659
ba_6993_n168_m1.gml;1;0.0098;7;2;0.3185
ba_7012_n88_m2.gml;1;0.0304;602;24;0.4017
ba_7026_n84_m2.gml;1;0.0247;388;18;0.4057
ba_7040_n72_m3.gml;1;0.0383;1233;38;0.3978
ba_7076_n83_m2.gml;1;0.0259;430;18;0.3882
ba_7084_n136_m1.gml;1;0.0092;8;2;0.326
ba_7087_n58_m3.gml;1;0.0286;773;39;0.4152
ba_7092_n140_m3.gml;1;0.1007;4921;85;0.4168
ba_7107_n87_m2.gml;1;0.0234;446;23;0.3947
