instance;solved;time;GCN;LCN;stress
grafo4657.79.gml;1;3.1319;66;5;0.2993
grafo4658.76.gml;1;3.4786;82;7;0.2872
grafo4662.50.gml;1;0.3691;5;1;0.2564
grafo4665.76.gml;1;2.9924;58;4;0.2729
grafo4668.61.gml;1;3.6252;47;5;0.2918
grafo4692.76.gml;1;3.1408;26;3;0.2417
grafo4694.76.gml;1;3.4177;71;5;0.3159
grafo4701.54.gml;1;0.5966;10;1;0.2567
grafo4704.60.gml;1;3.5613;53;5;0.2872
grafo4713.61.gml;1;3.3153;37;3;0.2906
grafo4716.53.gml;1;4.2328;41;5;0.299
grafo4718.64.gml;1;3.199;53;7;0.2511
grafo4725.75.gml;1;3.105;58;4;0.2525
grafo4726.51.gml;1;2.6947;26;4;0.3302
grafo4730.58.gml;1;2.9322;26;2;0.2813
grafo4736.52.gml;1;0.2652;6;1;0.2029
grafo4743.76.gml;1;3.1957;50;4;0.2793
grafo4746.67.gml;1;3.1563;35;4;0.3087
grafo4756.51.gml;1;2.7903;25;4;0.3065
grafo4764.83.gml;1;3.2401;46;3;0.2744
grafo4771.73.gml;1;3.0249;42;3;0.2962
grafo4773.57.gml;1;2.9742;33;4;0.296
grafo4774.65.gml;1;3.9089;12;2;0.209
grafo4782.66.gml;1;3.599;77;5;0.3134
grafo4783.80.gml;1;4.2979;33;4;0.2281
grafo4790.62.gml;1;4.2924;26;3;0.2688
grafo4791.78.gml;1;3.9355;24;4;0.2508
grafo4795.60.gml;1;3.4022;55;4;0.272
grafo4797.75.gml;1;3.0387;55;4;0.2974
grafo4803.53.gml;1;2.8853;22;3;0.3245
grafo4814.68.gml;1;3.3878;36;4;0.2918
grafo4818.65.gml;1;4.1868;24;2;0.268
grafo4822.72.gml;1;3.0984;43;4;0.2819
grafo4825.83.gml;1;3.6181;46;4;0.2751
grafo4831.56.gml;1;3.7016;56;5;0.2883
grafo4832.59.gml;1;2.7058;30;6;0.3289
grafo4834.74.gml;1;1.243;12;1;0.2372
grafo4836.56.gml;1;3.7598;18;4;0.2283
grafo4838.58.gml;1;3.4979;63;9;0.2804
grafo4846.62.gml;1;2.7208;16;5;0.2665
grafo4850.55.gml;1;2.7511;32;4;0.2883
grafo4852.58.gml;1;4.2198;27;4;0.3021
grafo4853.49.gml;1;0.2481;6;1;0.2021
grafo4861.55.gml;1;3.9392;21;2;0.3004
grafo4862.51.gml;1;1.2148;11;1;0.2336
grafo4867.57.gml;1;3.6838;21;3;0.3075
grafo4870.75.gml;1;2.8583;41;3;0.2998
grafo4872.60.gml;1;3.4355;116;8;0.2811
grafo4875.78.gml;1;3.0137;112;6;0.3157
grafo4882.53.gml;1;3.867;20;4;0.2814
grafo4883.62.gml;1;3.8245;18;3;0.2839
grafo4885.71.gml;1;2.8276;68;4;0.294
grafo4886.60.gml;1;2.6046;15;3;0.2369
grafo4889.58.gml;1;3.7049;25;3;0.2591
grafo4890.80.gml;1;2.8125;46;5;0.27
grafo4895.53.gml;1;2.6609;30;4;0.2963
grafo4900.59.gml;1;4.0084;30;3;0.247
grafo4918.55.gml;1;0.0691;4;1;0.2146
grafo4923.63.gml;1;0.5875;5;1;0.285
grafo4924.62.gml;1;3.4707;22;2;0.3461
grafo4938.71.gml;1;2.6183;32;3;0.3166
grafo4942.54.gml;1;3.8043;40;8;0.325
grafo4955.59.gml;1;2.524;13;2;0.3058
grafo4960.58.gml;1;3.354;20;4;0.2637
grafo4962.76.gml;1;2.5819;47;3;0.3134
grafo4968.77.gml;1;2.6931;22;3;0.2845
grafo4986.83.gml;1;2.8909;50;5;0.324
grafo4987.64.gml;1;0.0653;8;1;0.2256
grafo4989.75.gml;1;2.7029;24;2;0.2717
grafo4993.65.gml;1;2.6813;71;5;0.3443
grafo4994.65.gml;1;2.5923;60;5;0.3189
grafo4996.53.gml;1;2.2287;16;3;0.2628
grafo4999.55.gml;1;2.2513;19;3;0.2729
grafo5002.54.gml;1;0.0602;5;1;0.1783
grafo5008.58.gml;1;2.2348;18;2;0.2643
grafo5011.62.gml;1;2.6413;20;3;0.26
grafo5012.53.gml;1;3.2334;19;3;0.2636
grafo5013.82.gml;1;2.3378;36;6;0.2491
grafo5015.80.gml;1;0.2886;8;1;0.1812
grafo5022.67.gml;1;2.6204;68;5;0.2917
grafo5024.84.gml;1;2.6807;66;5;0.3204
grafo5028.83.gml;1;2.469;85;6;0.3027
grafo5034.78.gml;1;3.0663;17;2;0.3037
