instance;solved;time;GCN;LCN;stress
ba_4463_n120_m2.gml;1;0.1688;954;28;0.3191
ba_4468_n77_m3.gml;1;0.0681;2077;47;0.3532
ba_446_n149_m2.gml;1;0.2921;1766;43;0.3467
ba_4476_n158_m1.gml;1;0.014;16;5;0.2459
ba_44_n66_m2.gml;1;0.0787;331;20;0.3259
ba_4506_n149_m3.gml;1;0.3262;6459;88;0.3712
ba_4513_n131_m1.gml;1;0.0149;14;3;0.2086
ba_4523_n92_m3.gml;1;0.1741;3016;61;0.3591
ba_4528_n143_m2.gml;1;0.3445;1560;34;0.3412
ba_4563_n53_m2.gml;1;0.03;191;13;0.2745
ba_456_n58_m2.gml;1;0.0245;297;12;0.3192
ba_4577_n52_m3.gml;1;0.0382;656;28;0.3358
ba_4585_n129_m3.gml;1;0.1613;5626;87;0.3724
ba_4588_n136_m3.gml;1;0.1663;5273;76;0.3677
ba_4591_n179_m1.gml;1;0.0122;10;2;0.2241
ba_4616_n93_m3.gml;1;0.1255;2365;48;0.363
ba_4632_n118_m3.gml;1;0.1503;4598;74;0.3654
ba_4670_n149_m2.gml;1;0.2503;1693;37;0.3441
ba_467_n138_m2.gml;1;0.3495;1716;40;0.3475
ba_4703_n104_m3.gml;1;0.0924;3013;63;0.3623
ba_4710_n78_m2.gml;1;0.0754;652;22;0.339
ba_4740_n143_m1.gml;1;0.0087;6;2;0.2166
ba_4744_n121_m2.gml;1;0.1957;1165;34;0.3393
ba_4773_n108_m2.gml;1;0.1977;874;27;0.3349
ba_4827_n129_m2.gml;1;0.3338;1169;32;0.3443
ba_4833_n71_m1.gml;1;0.0086;6;3;0.198
ba_4888_n96_m2.gml;1;0.1343;910;28;0.3405
ba_4894_n52_m2.gml;1;0.028;181;11;0.3306
ba_4986_n93_m2.gml;1;0.1007;552;22;0.3317
ba_5043_n112_m1.gml;1;0.0206;9;3;0.216
ba_5060_n198_m1.gml;1;0.0107;4;1;0.2017
ba_508_n81_m3.gml;1;0.0743;1759;42;0.3472
ba_5091_n54_m3.gml;1;0.0369;876;30;0.3312
ba_5098_n78_m3.gml;1;0.0537;1847;51;0.3536
ba_5149_n93_m2.gml;1;0.0858;747;22;0.35
ba_514_n51_m3.gml;1;0.0342;714;30;0.3297
ba_5151_n153_m2.gml;1;0.3902;2577;48;0.3564
ba_5154_n70_m3.gml;1;0.0912;1344;43;0.3587
ba_5193_n121_m3.gml;1;0.1839;4545;75;0.3667
ba_5213_n101_m3.gml;1;0.1621;2555;59;0.353
ba_5226_n94_m2.gml;1;0.1382;741;29;0.337
ba_5232_n51_m3.gml;1;0.0352;789;31;0.3312
ba_5276_n95_m2.gml;1;0.0926;781;22;0.3342
ba_5280_n130_m2.gml;1;0.1724;1599;36;0.3546
ba_5299_n132_m1.gml;1;0.0117;17;5;0.2612
ba_5306_n100_m2.gml;1;0.0885;869;27;0.3246
ba_5313_n119_m1.gml;1;0.0094;7;2;0.1992
ba_5314_n155_m1.gml;1;0.0067;9;3;0.2086
ba_5322_n53_m2.gml;1;0.0195;163;10;0.2955
ba_5336_n134_m1.gml;1;0.0254;23;4;0.1936
