instance;solved;time;GCN;LCN;stress
ba_6138_n98_m3.gml;1;0.1076;2277;57;0.3402
ba_6166_n92_m1.gml;1;0.0163;16;4;0.3063
ba_6178_n144_m2.gml;1;0.2909;2051;41;0.3441
ba_618_n135_m3.gml;1;0.2751;4575;68;0.3645
ba_6199_n109_m3.gml;1;0.1505;4330;72;0.3697
ba_625_n109_m3.gml;1;0.167;3436;70;0.364
ba_6330_n114_m3.gml;1;0.1976;5080;81;0.365
ba_6355_n122_m3.gml;1;0.1621;4186;68;0.3729
ba_6362_n56_m2.gml;1;0.0325;193;14;0.2968
ba_636_n145_m2.gml;1;0.4903;1785;37;0.3535
ba_6385_n62_m3.gml;1;0.0379;1194;41;0.3587
ba_6405_n76_m3.gml;1;0.0836;1706;44;0.3539
ba_6435_n149_m1.gml;1;0.0103;11;2;0.2423
ba_6438_n130_m3.gml;1;0.446;5263;85;0.3698
ba_6449_n50_m2.gml;1;0.0241;189;12;0.3139
ba_6466_n150_m3.gml;1;0.3368;5866;88;0.3637
ba_6487_n62_m2.gml;1;0.0792;345;18;0.3199
ba_6495_n102_m2.gml;1;0.0908;780;23;0.3347
ba_6507_n124_m3.gml;1;0.2609;4018;62;0.363
ba_6514_n79_m2.gml;1;0.0553;696;23;0.3391
ba_6518_n54_m2.gml;1;0.0373;171;12;0.3042
ba_6567_n130_m3.gml;1;0.2385;4625;76;0.3699
ba_6593_n140_m2.gml;1;0.1899;2099;44;0.3548
ba_6680_n118_m2.gml;1;0.1198;1218;37;0.3467
ba_6717_n148_m2.gml;1;0.2224;2441;49;0.348
ba_671_n51_m3.gml;1;0.0633;923;40;0.3329
ba_6752_n143_m2.gml;1;0.2587;1867;48;0.3354
ba_6763_n120_m3.gml;1;0.2527;4438;76;0.356
ba_6786_n59_m3.gml;1;0.0276;950;33;0.3467
ba_6789_n90_m1.gml;1;0.0079;3;1;0.196
ba_678_n50_m2.gml;1;0.0397;322;18;0.3232
ba_6813_n103_m2.gml;1;0.1111;692;30;0.3203
ba_6826_n183_m1.gml;1;0.0198;18;3;0.2067
ba_6875_n106_m3.gml;1;0.1215;3556;62;0.3614
ba_687_n102_m2.gml;1;0.1068;1034;26;0.3533
ba_6900_n125_m2.gml;1;0.2343;1500;34;0.3364
ba_6917_n73_m3.gml;1;0.0669;1451;36;0.3657
ba_6920_n51_m2.gml;1;0.0292;174;12;0.3013
ba_6932_n108_m3.gml;1;0.127;3971;77;0.3582
ba_6944_n52_m2.gml;1;0.0327;198;15;0.3064
ba_6974_n103_m1.gml;1;0.0067;23;5;0.2493
ba_6993_n168_m1.gml;1;0.0202;7;2;0.1818
ba_7012_n88_m2.gml;1;0.0872;740;27;0.3151
ba_7026_n84_m2.gml;1;0.045;466;17;0.318
ba_7040_n72_m3.gml;1;0.0463;1539;38;0.3517
ba_7076_n83_m2.gml;1;0.0824;551;20;0.3227
ba_7084_n136_m1.gml;1;0.0082;10;3;0.2142
ba_7087_n58_m3.gml;1;0.0452;1031;35;0.3403
ba_7092_n140_m3.gml;1;0.1717;5565;99;0.3733
ba_7107_n87_m2.gml;1;0.0609;541;26;0.3216
