instance;solved;time;GCN;LCN;stress
ba_7557_n82_m2.gml;1;197.5217;318.0;20.0;0.6312
ba_7571_n82_m3.gml;1;378.1853;798.0;27.0;0.6295
ba_7579_n102_m2.gml;1;305.8205;439.0;20.0;0.6372
ba_7583_n132_m2.gml;1;808.0855;700.0;23.0;0.6853
ba_7602_n200_m1.gml;1;2.971;3.0;1.0;0.4669
ba_7618_n71_m3.gml;1;238.5901;714.0;27.0;0.5701
ba_7642_n151_m2.gml;0;900.0;;;
ba_7644_n86_m2.gml;1;165.9449;253.0;12.0;0.5997
ba_7650_n108_m2.gml;1;354.3198;614.0;28.0;0.6644
ba_7700_n88_m2.gml;1;237.9312;444.0;20.0;0.5684
ba_7711_n83_m2.gml;1;162.7563;276.0;18.0;0.6874
ba_7756_n66_m3.gml;1;196.1658;586.0;24.0;0.5948
ba_7767_n136_m3.gml;0;900.0;;;
ba_7810_n54_m3.gml;1;145.0556;574.0;28.0;0.5986
ba_7872_n122_m3.gml;0;900.0;;;
ba_7902_n79_m3.gml;1;460.0893;1374.0;34.0;0.6221
ba_7957_n74_m3.gml;1;323.4463;809.0;30.0;0.5842
ba_7971_n56_m2.gml;1;48.6868;147.0;12.0;0.6226
ba_7981_n70_m2.gml;1;88.3012;130.0;11.0;0.6352
ba_7985_n147_m3.gml;0;900.0;;;
ba_79_n184_m1.gml;1;6.305;15.0;3.0;0.489
ba_8028_n150_m3.gml;0;900.0;;;
ba_8029_n126_m2.gml;1;612.7888;678.0;22.0;0.6431
ba_8032_n62_m2.gml;1;102.4941;175.0;12.0;0.6405
ba_8043_n92_m2.gml;1;296.9736;340.0;15.0;0.6076
